SimulationTime	VehicleID	x	y	speed	angle
1427.00	PKW7900	1186.43	1553.48	0.00	256.70
1427.00	LKW375	2768.72	2390.98	0.00	132.31
1427.00	PKW6264	3063.77	721.78	13.89	104.88
1427.00	PKW7433	2808.77	2457.60	2.60	178.68
1428.00	PKW6210	1513.70	1209.13	0.00	209.89
1428.00	PKW6586	1183.18	1722.97	11.71	83.87
1428.00	PKW7023	2581.88	1116.20	11.06	346.82
1428.00	PKW5674	1896.63	1368.91	0.00	29.92
1428.00	PKW7256	1842.96	1801.78	13.89	97.67
1428.00	PKW7320	2619.72	915.53	12.89	187.75
1428.00	PKW7220	2814.35	2921.22	13.89	358.75
1428.00	PKW5596	2577.05	1136.81	13.66	346.82
1428.00	PKW7724	3628.51	1982.82	13.89	274.01
1428.00	PKW7172	1915.20	1411.30	0.00	220.25
1428.00	PKW6704	2014.54	1015.50	2.84	92.16
1428.00	LKW391	2800.10	2555.81	13.89	178.68
1428.00	PKW6677	4107.67	1915.93	13.89	93.65
1428.00	PKW6658	1900.12	1394.39	0.00	209.57
1428.00	PKW7596	2678.82	938.92	0.00	31.38
1428.00	PKW7265	2187.84	1009.80	13.89	287.81
1428.00	PKW7134	1974.60	1928.31	0.00	325.93
1428.00	PKW6687	857.98	1075.63	13.89	267.77
1428.00	PKW7006	2750.52	2407.54	0.00	132.31
1428.00	PKW7041	1916.13	1018.06	13.89	93.42
1428.00	PKW7618	1744.66	1080.01	13.89	270.54
1428.00	PKW6868	1921.67	1900.36	5.17	34.41
1428.00	PKW6736	2125.01	2326.28	13.89	306.03
1428.00	PKW6852	2159.89	1786.11	0.00	227.09
1428.00	PKW7193	2860.55	2001.99	13.89	93.65
1428.00	PKW6718	4151.44	1916.33	13.89	93.65
1428.00	PKW5966	2451.91	1992.83	0.00	249.38
1428.00	PKW7185	2344.15	929.93	13.89	108.76
1428.00	routeFlow_bus4H.2	2819.33	2314.10	0.00	144.81
1428.00	PKW7928	2522.87	2600.93	13.89	129.01
1428.00	PKW7522	2349.63	953.89	13.89	287.69
1428.00	LKW350	1743.61	594.48	7.20	311.97
1428.00	PKW7444	2443.71	1918.65	5.20	337.02
1428.00	LKW381	1862.71	2325.51	13.89	188.65
1428.00	PKW6583	1865.75	1830.79	0.00	214.99
1428.00	PKW7885	2294.71	2686.12	13.89	138.76
1428.00	routeFlow_bus112H.1	1936.37	1434.87	2.53	29.06
1428.00	PKW6757	2211.01	2268.31	13.89	302.16
1428.00	PKW7050	1757.43	1076.83	0.00	34.19
1428.00	PKW6875	1577.73	625.85	13.89	294.95
1428.00	PKW6337	3096.29	709.83	13.89	104.88
1428.00	PKW7120	2812.82	2991.10	13.89	358.75
1428.00	PKW6030	2738.10	1999.61	6.36	185.15
1428.00	PKW6858	1721.12	1860.68	0.00	288.41
1428.00	PKW7373	1791.42	2826.09	13.89	308.46
1428.00	LKW337	2106.01	2340.10	13.89	306.03
1428.00	PKW6969	2303.19	435.54	12.89	86.93
1428.00	PKW6991	1472.28	1129.53	10.25	224.21
1428.00	PKW7011	1537.81	639.85	13.89	288.47
1428.00	PKW6547	1369.95	1098.75	13.89	267.77
1428.00	PKW6444	1534.33	961.49	13.89	154.78
1428.00	PKW6522	2771.25	1978.93	0.00	11.84
1428.00	PKW6455	2881.90	2000.62	13.89	93.65
1428.00	PKW7217	1868.71	1829.42	0.00	214.98
1428.00	PKW7381	1543.66	1175.44	0.00	300.94
1428.00	PKW6953	1149.78	1887.69	0.00	263.42
1428.00	PKW7066	1103.44	1625.99	1.30	80.33
1428.00	routeFlow_bus112Z.1	1767.09	1132.56	0.00	198.58
1428.00	PKW6754	2763.98	2062.89	0.00	203.16
1428.00	PKW7809	670.77	1058.74	13.89	87.77
1428.00	PKW6994	1287.32	1367.97	5.20	322.58
1428.00	PKW7225	2992.92	737.29	13.89	104.88
1428.00	PKW6968	2798.01	2353.73	13.89	162.72
1428.00	PKW6987	2765.32	2398.39	0.00	132.31
1428.00	PKW7240	2345.68	2679.41	4.67	270.62
1428.00	PKW7552	2858.16	2238.45	0.00	11.57
1428.00	PKW7104	1757.91	2852.72	13.89	308.46
1428.00	PKW6882	2808.61	2335.00	13.89	146.37
1428.00	PKW6957	1518.95	649.29	13.58	289.75
1428.00	PKW7719	1295.18	1358.05	2.80	317.72
1428.00	PKW6886	2764.77	2072.87	0.00	203.15
1428.00	PKW7009	1889.72	2471.74	13.89	187.68
1428.00	PKW6083	3011.82	728.97	13.89	104.88
1428.00	PKW7315	2227.56	993.64	13.89	288.29
1428.00	PKW7357	1984.58	1908.50	0.00	329.49
1428.00	PKW5895	1626.02	1883.50	0.00	100.24
1428.00	PKW7900	1186.43	1553.48	0.00	256.70
1428.00	LKW375	2768.72	2390.98	0.00	132.31
1428.00	PKW6264	3077.20	718.21	13.89	104.88
1428.00	PKW7433	2808.89	2452.40	5.20	178.68
1429.00	PKW6210	1513.70	1209.13	0.00	209.89
1429.00	PKW6586	1196.98	1724.45	13.89	83.87
1429.00	PKW7023	2578.77	1129.50	13.66	346.82
1429.00	PKW5674	1896.63	1368.91	0.00	29.92
1429.00	PKW7256	1856.27	1805.41	13.89	70.42
1429.00	PKW7320	2618.88	907.36	8.39	188.39
1429.00	PKW7220	2814.04	2935.11	13.89	358.75
1429.00	PKW5596	2575.03	1148.45	11.71	350.66
1429.00	PKW7724	3614.65	1983.79	13.89	274.01
1429.00	PKW7172	1915.20	1411.30	0.00	220.25
1429.00	PKW6704	2014.54	1015.50	0.00	92.16
1429.00	LKW391	2800.42	2541.92	13.89	178.68
1429.00	PKW6677	4121.53	1915.04	13.89	93.65
1429.00	PKW6658	1900.12	1394.39	0.00	209.57
1429.00	PKW7265	2174.54	1013.77	13.89	285.55
1429.00	PKW7596	2678.82	938.92	0.00	31.38
1429.00	PKW7134	1974.60	1928.31	0.00	325.93
1429.00	PKW6687	844.10	1075.09	13.89	267.77
1429.00	PKW7006	2750.52	2407.54	0.00	132.31
1429.00	PKW7041	1930.01	1017.23	13.89	93.42
1429.00	PKW7618	1731.23	1080.42	13.89	276.72
1429.00	PKW6868	1925.52	1904.50	5.53	43.27
1429.00	PKW6736	2113.78	2334.45	13.89	306.03
1429.00	PKW6852	2159.89	1786.11	0.00	227.09
1429.00	PKW7193	2874.42	2001.10	13.89	93.65
1429.00	PKW6718	4165.30	1915.45	13.89	93.65
1429.00	PKW5966	2451.91	1992.83	0.00	249.38
1429.00	PKW7185	2357.39	925.56	13.89	107.94
1429.00	routeFlow_bus4H.2	2819.33	2314.10	0.00	144.81
1429.00	PKW7928	2533.66	2592.18	13.89	129.01
1429.00	PKW7522	2336.40	958.11	13.89	287.69
1429.00	LKW350	1747.73	598.85	7.20	44.15
1429.00	PKW7444	2440.89	1925.31	7.23	337.02
1429.00	LKW381	1861.41	2311.74	13.89	185.21
1429.00	PKW7872	1374.46	733.28	13.89	129.52
1429.00	PKW6583	1865.75	1830.79	0.00	214.99
1429.00	PKW7885	2304.89	2676.13	13.89	132.00
1429.00	routeFlow_bus112H.1	1938.20	1437.71	3.39	30.50
1429.00	PKW6757	2199.59	2275.99	13.89	306.04
1429.00	PKW7050	1758.57	1079.17	2.60	26.05
1429.00	PKW6875	1565.71	631.45	13.89	294.99
1429.00	PKW7120	2812.51	3004.98	13.89	358.75
1429.00	PKW6030	2736.34	1990.82	8.96	191.35
1429.00	PKW6858	1721.12	1860.68	0.00	288.41
1429.00	PKW7373	1780.55	2834.73	13.89	308.46
1429.00	LKW337	2094.78	2348.27	13.89	306.03
1429.00	PKW6969	2314.91	430.84	12.89	122.87
1429.00	PKW6991	1467.91	1117.63	12.58	200.59
1429.00	PKW7011	1527.15	642.98	11.11	285.91
1429.00	PKW6547	1356.07	1098.21	13.89	267.77
1429.00	PKW6444	1540.25	948.93	13.89	154.78
1429.00	PKW6522	2771.25	1978.93	0.00	11.84
1429.00	PKW6455	2895.76	1999.74	13.89	93.65
1429.00	PKW7217	1868.71	1829.42	0.00	214.98
1429.00	PKW7381	1543.66	1175.44	0.00	300.94
1429.00	PKW6953	1149.78	1887.69	0.00	263.42
1429.00	PKW7066	1106.01	1626.43	2.60	80.33
1429.00	routeFlow_bus112Z.1	1767.09	1132.56	0.00	198.58
1429.00	PKW6754	2763.98	2062.89	0.00	203.16
1429.00	PKW7809	684.65	1059.28	13.89	87.77
1429.00	PKW6994	1282.58	1374.16	7.80	322.58
1429.00	PKW7225	3006.35	733.73	13.89	104.88
1429.00	PKW6968	2804.44	2341.27	13.89	146.37
1429.00	PKW6987	2765.32	2398.39	0.00	132.31
1429.00	PKW7240	2345.51	2679.41	0.17	270.62
1429.00	PKW7552	2858.16	2238.45	0.00	11.57
1429.00	PKW7104	1747.03	2861.36	13.89	308.46
1429.00	PKW6882	2816.57	2323.57	13.89	144.81
1429.00	PKW6957	1510.73	652.56	9.08	291.65
1429.00	PKW7719	1291.88	1362.01	5.20	320.23
1429.00	PKW6886	2764.77	2072.87	0.00	203.15
1429.00	PKW7009	1888.29	2457.90	13.89	185.91
1429.00	PKW6083	3025.25	725.40	13.89	104.88
1429.00	PKW7315	2214.37	997.92	13.89	287.80
1429.00	PKW7357	1984.58	1908.50	0.00	329.49
1429.00	PKW5895	1626.02	1883.50	0.00	100.24
1429.00	PKW7900	1186.43	1553.48	0.00	256.70
1429.00	LKW375	2768.72	2390.98	0.00	132.31
1429.00	PKW6264	3090.62	714.65	13.89	104.88
1429.00	PKW7433	2809.07	2444.61	7.80	178.68
1430.00	PKW6210	1513.70	1209.13	0.00	209.89
1430.00	PKW6586	1210.79	1725.93	13.89	83.87
1430.00	PKW7023	2576.24	1141.05	11.71	348.82
1430.00	PKW5674	1896.63	1368.91	0.00	29.92
1430.00	PKW7256	1869.67	1808.22	13.89	85.69
1430.00	PKW7320	2617.93	903.66	3.89	193.93
1430.00	PKW7220	2813.74	2949.00	13.89	358.75
1430.00	PKW5596	2576.60	1158.61	9.77	350.66
1430.00	PKW7724	3600.80	1984.76	13.89	274.01
1430.00	PKW7172	1915.20	1411.30	0.00	220.25
1430.00	PKW6704	2014.54	1015.50	0.00	92.16
1430.00	LKW391	2800.74	2528.02	13.89	178.68
1430.00	PKW6677	4135.39	1914.15	13.89	93.65
1430.00	PKW6658	1900.12	1394.39	0.00	209.57
1430.00	PKW7596	2678.82	938.92	0.00	31.38
1430.00	PKW7265	2161.15	1017.50	13.89	285.55
1430.00	PKW7134	1974.60	1928.31	0.00	325.93
1430.00	PKW6687	830.22	1074.55	13.89	267.77
1430.00	PKW7006	2750.52	2407.54	0.00	132.31
1430.00	PKW7041	1943.90	1016.40	13.89	93.42
1430.00	PKW7618	1717.89	1083.18	13.89	285.18
1430.00	PKW6868	1928.79	1907.93	4.75	43.61
1430.00	PKW6736	2102.54	2342.62	13.89	306.03
1430.00	PKW6852	2159.89	1786.11	0.00	227.09
1430.00	PKW7193	2888.28	2000.22	13.89	93.65
1430.00	PKW6718	4179.17	1914.56	13.89	93.65
1430.00	PKW5966	2451.91	1992.83	0.00	249.38
1430.00	PKW7185	2370.62	921.28	13.89	107.94
1430.00	routeFlow_bus4H.2	2819.33	2314.10	0.00	144.81
1430.00	PKW7928	2544.22	2583.17	13.89	131.74
1430.00	PKW7522	2323.16	962.33	13.89	287.69
1430.00	LKW350	1755.47	601.90	8.33	68.46
1430.00	PKW7444	2438.06	1931.96	7.23	337.02
1430.00	LKW381	1860.21	2298.53	13.26	185.20
1430.00	PKW7872	1385.17	724.45	13.89	129.52
1430.00	PKW6583	1865.75	1830.79	0.00	214.99
1430.00	PKW7885	2318.35	2673.06	13.89	88.46
1430.00	routeFlow_bus112H.1	1940.59	1441.39	4.40	32.37
1430.00	PKW6757	2188.36	2284.16	13.89	306.03
1430.00	PKW7050	1760.85	1083.84	5.20	26.05
1430.00	PKW6875	1553.12	637.29	13.89	294.89
1430.00	PKW7120	2812.21	3018.87	13.89	358.75
1430.00	PKW6030	2734.13	1979.47	11.56	190.64
1430.00	PKW6858	1721.12	1860.68	0.00	288.41
1430.00	PKW7373	1769.67	2843.37	13.89	308.46
1430.00	LKW337	2083.53	2356.40	13.89	305.81
1430.00	PKW6969	2324.68	422.47	12.89	131.06
1430.00	PKW6991	1462.50	1106.31	12.58	208.77
1430.00	PKW7011	1520.92	645.18	6.61	289.39
1430.00	PKW6547	1342.19	1097.67	13.89	267.77
1430.00	PKW6444	1546.17	936.36	13.89	154.78
1430.00	PKW6522	2771.25	1978.93	0.00	11.84
1430.00	PKW6455	2909.63	1998.85	13.89	93.65
1430.00	PKW7217	1868.71	1829.42	0.00	214.98
1430.00	PKW7381	1541.51	1176.84	2.60	302.00
1430.00	PKW6953	1149.78	1887.69	0.00	263.42
1430.00	PKW7066	1109.56	1627.03	3.60	80.33
1430.00	routeFlow_bus112Z.1	1767.09	1132.56	0.00	198.58
1430.00	PKW6754	2763.98	2062.89	0.00	203.16
1430.00	PKW7809	698.53	1059.82	13.89	87.77
1430.00	PKW6994	1279.58	1378.09	4.94	322.58
1430.00	PKW7225	3019.77	730.16	13.89	104.88
1430.00	PKW6968	2812.25	2329.71	13.89	145.41
1430.00	PKW6987	2765.32	2398.39	0.00	132.31
1430.00	PKW7351	2610.14	823.62	0.00	32.72
1430.00	PKW7240	2345.51	2679.41	0.00	270.62
1430.00	PKW7552	2858.16	2238.45	0.00	11.57
1430.00	PKW7104	1736.16	2869.99	13.89	308.46
1430.00	PKW6882	2824.52	2312.30	13.89	144.81
1430.00	PKW6957	1506.41	653.67	4.58	285.08
1430.00	PKW7719	1287.14	1368.20	7.80	322.58
1430.00	PKW6886	2764.77	2072.87	0.00	203.15
1430.00	PKW7009	1886.39	2444.13	13.89	188.21
1430.00	PKW6083	3038.67	721.83	13.89	104.88
1430.00	PKW7315	2201.17	1002.16	13.89	287.80
1430.00	PKW7357	1984.58	1908.50	0.00	329.49
1430.00	PKW5895	1626.02	1883.50	0.00	100.24
1430.00	PKW7900	1186.43	1553.48	0.00	256.70
1430.00	LKW375	2768.72	2390.98	0.00	132.31
1430.00	PKW7433	2809.31	2434.22	10.40	178.68
1431.00	PKW6210	1513.70	1209.13	0.00	209.89
1431.00	PKW7023	2577.82	1151.20	9.77	350.66
1431.00	PKW5674	1896.63	1368.91	0.00	29.92
1431.00	PKW7320	2617.93	903.66	0.00	193.93
1431.00	PKW7256	1883.37	1806.29	13.89	98.00
1431.00	PKW7220	2813.43	2962.88	13.89	358.75
1431.00	PKW5596	2574.97	1168.49	10.01	350.66
1431.00	PKW7724	3586.94	1985.73	13.89	274.01
1431.00	PKW7172	1915.20	1411.30	0.00	220.25
1431.00	PKW6704	2014.54	1015.50	0.00	92.16
1431.00	LKW391	2801.06	2514.14	13.88	178.68
1431.00	PKW6677	4149.26	1913.27	13.89	93.65
1431.00	PKW6658	1900.12	1394.39	0.00	209.57
1431.00	PKW7265	2147.77	1021.22	13.89	285.55
1431.00	PKW7596	2678.82	938.92	0.00	31.38
1431.00	PKW7134	1974.60	1928.31	0.00	325.93
1431.00	PKW6687	816.34	1074.01	13.89	267.77
1431.00	PKW7006	2750.52	2407.54	0.00	132.31
1431.00	PKW7041	1957.78	1015.57	13.89	93.42
1431.00	PKW7618	1704.49	1086.82	13.89	285.18
1431.00	PKW6868	1928.96	1908.11	0.25	43.61
1431.00	PKW6736	2091.31	2350.78	13.89	305.97
1431.00	PKW6852	2159.89	1786.11	0.00	227.09
1431.00	PKW7193	2902.14	1999.33	13.89	93.65
1431.00	PKW6718	4193.03	1913.68	13.89	93.65
1431.00	PKW5966	2451.91	1992.83	0.00	249.38
1431.00	PKW7185	2383.76	916.96	13.89	108.35
1431.00	routeFlow_bus4H.2	2819.33	2314.10	0.00	144.81
1431.00	PKW7928	2554.58	2573.93	13.89	131.74
1431.00	PKW7522	2309.94	966.60	13.89	288.14
1431.00	LKW350	1763.22	604.96	8.33	68.46
1431.00	PKW7444	2435.24	1938.62	7.23	337.02
1431.00	LKW381	1859.25	2287.94	10.63	185.20
1431.00	PKW7697	990.00	1071.16	13.89	87.77
1431.00	PKW7872	1395.89	715.61	13.89	129.52
1431.00	PKW6583	1865.75	1830.79	0.00	214.99
1431.00	PKW7885	2332.13	2673.13	13.89	90.31
1431.00	routeFlow_bus112H.1	1943.52	1445.93	5.41	32.89
1431.00	PKW6757	2177.13	2292.33	13.89	306.03
1431.00	PKW7050	1764.28	1090.85	7.80	26.05
1431.00	PKW6875	1540.44	642.35	13.58	290.02
1431.00	PKW7120	2811.90	3032.76	13.89	358.75
1431.00	PKW6030	2731.62	1965.81	13.89	190.40
1431.00	PKW6858	1721.12	1860.68	0.00	288.41
1431.00	PKW7373	1758.80	2852.01	13.89	308.46
1431.00	LKW337	2072.26	2364.53	13.89	305.81
1431.00	PKW6969	2334.78	412.98	13.89	135.40
1431.00	PKW6991	1451.72	1101.93	12.58	267.77
1431.00	PKW7011	1518.93	645.88	2.11	289.39
1431.00	PKW6547	1328.31	1097.13	13.89	267.77
1431.00	PKW6444	1552.08	923.80	13.89	154.78
1431.00	PKW6522	2771.25	1978.93	0.00	11.84
1431.00	PKW6455	2923.49	1997.97	13.89	93.65
1431.00	PKW7217	1868.71	1829.42	0.00	214.98
1431.00	PKW7381	1537.20	1179.76	5.20	304.15
1431.00	PKW6953	1149.78	1887.69	0.00	263.42
1431.00	PKW7066	1109.56	1627.03	0.00	80.33
1431.00	routeFlow_bus112Z.1	1767.09	1132.56	0.00	198.58
1431.00	PKW6754	2763.98	2062.89	0.00	203.16
1431.00	PKW7809	712.41	1060.36	13.89	87.77
1431.00	PKW6994	1281.88	1380.35	0.44	322.58
1431.00	PKW7225	3033.20	726.60	13.89	104.88
1431.00	PKW6968	2820.23	2318.38	13.89	144.81
1431.00	PKW6987	2765.32	2398.39	0.00	132.31
1431.00	PKW7351	2610.14	823.62	0.00	32.72
1431.00	PKW7240	2345.51	2679.41	0.00	270.62
1431.00	PKW7552	2858.16	2238.45	0.00	11.57
1431.00	PKW7104	1725.28	2878.63	13.89	308.46
1431.00	PKW6882	2832.40	2301.00	13.89	145.65
1431.00	PKW6957	1506.34	653.69	0.08	284.96
1431.00	PKW7719	1284.14	1372.13	4.94	322.58
1431.00	PKW6886	2764.77	2072.87	0.00	203.15
1431.00	PKW7009	1884.60	2430.35	13.89	187.26
1431.00	PKW6083	3052.10	718.27	13.89	104.88
1431.00	PKW7315	2187.96	1006.39	13.89	287.80
1431.00	PKW7357	1984.58	1908.50	0.00	329.49
1431.00	PKW5895	1626.02	1883.50	0.00	100.24
1431.00	PKW7900	1186.43	1553.48	0.00	256.70
1431.00	LKW375	2768.72	2390.98	0.00	132.31
1431.00	PKW7433	2809.61	2421.23	13.00	178.68
1432.00	PKW6210	1513.70	1209.13	0.00	209.89
1432.00	PKW7023	2576.19	1161.09	10.01	350.66
1432.00	PKW5674	1896.63	1368.91	0.00	29.92
1432.00	PKW7320	2617.93	903.66	0.00	193.93
1432.00	PKW7256	1897.10	1804.63	13.89	94.90
1432.00	PKW7220	2813.13	2976.77	13.89	358.75
1432.00	PKW5596	2573.26	1179.65	11.31	351.36
1432.00	PKW7724	3573.09	1986.70	13.89	274.01
1432.00	PKW7172	1915.20	1411.30	0.00	220.25
1432.00	PKW6704	2014.54	1015.50	0.00	92.16
1432.00	LKW391	2801.31	2503.39	10.74	178.68
1432.00	PKW6677	4163.12	1912.38	13.89	93.65
1432.00	PKW6658	1900.12	1394.39	0.00	209.57
1432.00	PKW7596	2678.82	938.92	0.00	31.38
1432.00	PKW7265	2134.39	1024.94	13.89	285.55
1432.00	PKW7134	1974.60	1928.31	0.00	325.93
1432.00	PKW6687	802.47	1073.47	13.89	267.77
1432.00	PKW7301	2900.30	758.59	13.89	104.88
1432.00	PKW7006	2750.52	2407.54	0.00	132.31
1432.00	PKW7041	1971.67	1014.74	13.89	93.42
1432.00	PKW7618	1691.08	1090.46	13.89	285.18
1432.00	PKW6868	1928.96	1908.11	0.00	43.61
1432.00	PKW6736	2080.05	2358.91	13.89	305.81
1432.00	PKW6852	2159.89	1786.11	0.00	227.09
1432.00	PKW7193	2916.00	1998.45	13.89	93.65
1432.00	PKW5966	2451.91	1992.83	0.00	249.38
1432.00	PKW7185	2396.85	912.62	13.89	108.35
1432.00	routeFlow_bus4H.2	2819.33	2314.10	0.00	144.81
1432.00	PKW7928	2563.28	2562.34	13.89	129.77
1432.00	PKW7522	2296.74	970.93	13.89	288.14
1432.00	LKW350	1769.91	609.81	8.33	51.58
1432.00	PKW7444	2433.47	1945.55	7.23	348.79
1432.00	LKW381	1858.47	2279.42	8.55	185.20
1432.00	PKW7697	1003.88	1071.70	13.89	87.77
1432.00	PKW7872	1406.60	706.77	13.89	129.52
1432.00	PKW6583	1865.75	1830.79	0.00	214.99
1432.00	PKW7885	2346.00	2673.00	13.89	90.62
1432.00	routeFlow_bus112H.1	1946.94	1451.21	6.29	32.90
1432.00	PKW6757	2165.90	2300.50	13.89	306.03
1432.00	PKW7050	1768.31	1100.36	10.40	20.69
1432.00	PKW6875	1531.71	644.99	9.08	286.22
1432.00	PKW7120	2811.60	3046.64	13.89	358.75
1432.00	PKW6030	2729.11	1952.14	13.89	190.40
1432.00	PKW6858	1721.12	1860.68	0.00	288.41
1432.00	PKW7373	1747.92	2860.65	13.89	308.46
1432.00	LKW337	2061.00	2372.65	13.89	305.81
1432.00	PKW6969	2344.52	403.11	13.89	135.40
1432.00	PKW6991	1437.84	1101.39	13.89	267.77
1432.00	PKW7011	1518.93	645.88	0.00	289.39
1432.00	PKW6547	1314.43	1096.59	13.89	267.77
1432.00	PKW6444	1558.00	911.23	13.89	154.83
1432.00	PKW6522	2771.25	1978.93	0.00	11.84
1432.00	PKW6455	2937.35	1997.08	13.89	93.65
1432.00	PKW7217	1868.71	1829.42	0.00	214.98
1432.00	PKW7381	1530.80	1184.20	7.80	305.10
1432.00	PKW6953	1149.78	1887.69	0.00	263.42
1432.00	PKW7066	1109.56	1627.03	0.00	80.33
1432.00	routeFlow_bus112Z.1	1767.09	1132.56	0.00	198.58
1432.00	PKW6754	2763.98	2062.89	0.00	203.16
1432.00	PKW7809	726.29	1060.90	13.89	87.77
1432.00	PKW6994	1280.03	1382.76	3.04	322.58
1432.00	PKW7225	3046.62	723.03	13.89	104.88
1432.00	PKW6968	2828.17	2307.12	13.89	144.81
1432.00	PKW6987	2765.32	2398.39	0.00	132.31
1432.00	PKW7351	2610.14	823.62	0.00	32.72
1432.00	PKW7240	2345.51	2679.41	0.00	270.62
1432.00	PKW7552	2858.16	2238.45	0.00	11.57
1432.00	PKW7104	1714.41	2887.27	13.89	308.46
1432.00	PKW6882	2840.75	2290.11	13.89	139.40
1432.00	PKW6957	1506.34	653.69	0.00	284.96
1432.00	PKW7719	1280.36	1377.07	6.22	322.58
1432.00	PKW6886	2764.77	2072.87	0.00	203.15
1432.00	PKW7009	1882.73	2416.56	13.89	188.55
1432.00	PKW6083	3065.52	714.70	13.89	104.88
1432.00	PKW7315	2174.69	1010.41	13.89	285.56
1432.00	PKW7357	1984.58	1908.50	0.00	329.49
1432.00	PKW5895	1626.02	1883.50	0.00	100.24
1432.00	PKW7900	1186.43	1553.48	0.00	256.70
1432.00	LKW375	2768.72	2390.98	0.00	132.31
1432.00	PKW7433	2808.44	2407.41	13.89	191.01
1433.00	PKW6210	1513.70	1209.13	0.00	209.89
1433.00	PKW7023	2574.39	1172.23	11.31	351.01
1433.00	PKW5674	1896.63	1368.91	0.00	29.92
1433.00	PKW7320	2617.93	903.66	0.00	193.93
1433.00	PKW7256	1908.63	1803.05	11.38	101.84
1433.00	PKW7220	2812.83	2990.66	13.89	358.75
1433.00	PKW5596	2571.43	1191.67	12.17	351.36
1433.00	PKW7724	3559.23	1987.67	13.89	274.01
1433.00	PKW7172	1915.20	1411.30	0.00	220.25
1433.00	PKW6704	2014.54	1015.50	0.00	92.16
1433.00	LKW391	2801.52	2494.26	9.13	178.68
1433.00	PKW6677	4176.98	1911.50	13.89	93.65
1433.00	PKW6658	1900.12	1394.39	0.00	209.57
1433.00	PKW7265	2122.25	1031.29	13.89	283.46
1433.00	PKW7596	2678.82	938.92	0.00	31.38
1433.00	PKW7134	1974.60	1928.31	0.00	325.93
1433.00	PKW6687	788.59	1072.93	13.89	267.77
1433.00	PKW7301	2913.72	755.03	13.89	104.88
1433.00	PKW7006	2750.52	2407.54	0.00	132.31
1433.00	PKW7041	1985.55	1013.91	13.89	93.42
1433.00	PKW7618	1678.37	1095.40	13.89	302.37
1433.00	PKW6868	1928.96	1908.11	0.00	43.61
1433.00	PKW6736	2068.79	2367.04	13.89	305.81
1433.00	PKW6852	2159.89	1786.11	0.00	227.09
1433.00	PKW7193	2929.86	1997.56	13.89	93.65
1433.00	PKW5966	2451.91	1992.83	0.00	249.38
1433.00	PKW7185	2409.97	907.79	13.89	110.27
1433.00	routeFlow_bus4H.2	2819.33	2314.10	0.00	144.81
1433.00	PKW7928	2573.95	2553.47	13.89	129.77
1433.00	PKW7522	2283.54	975.25	13.89	288.14
1433.00	LKW350	1776.32	615.13	8.33	50.30
1433.00	PKW7444	2437.88	1950.57	7.23	52.89
1433.00	LKW381	1857.55	2273.01	6.50	187.92
1433.00	PKW7697	1017.76	1072.24	13.89	87.77
1433.00	PKW7872	1417.32	697.93	13.89	129.52
1433.00	PKW6583	1865.75	1830.79	0.00	214.99
1433.00	PKW7885	2359.83	2672.41	13.89	93.37
1433.00	routeFlow_bus112H.1	1950.99	1457.48	7.48	32.90
1433.00	PKW6757	2154.66	2308.67	13.89	306.03
1433.00	PKW7050	1772.86	1112.39	13.00	20.69
1433.00	PKW6875	1527.30	646.32	4.58	286.76
1433.00	PKW7120	2811.30	3060.53	13.89	358.75
1433.00	PKW6030	2726.60	1938.48	13.89	190.40
1433.00	PKW6858	1721.12	1860.68	0.00	288.41
1433.00	PKW7373	1737.05	2869.28	13.89	308.46
1433.00	LKW337	2049.74	2380.78	13.89	305.81
1433.00	PKW6969	2354.25	393.23	13.89	135.40
1433.00	PKW6991	1423.96	1100.85	13.89	267.77
1433.00	PKW7011	1518.93	645.88	0.00	289.39
1433.00	PKW6547	1300.55	1096.05	13.89	267.77
1433.00	PKW6444	1563.59	898.52	13.89	156.26
1433.00	PKW6522	2771.25	1978.93	0.00	11.84
1433.00	PKW6455	2951.21	1996.20	13.89	93.65
1433.00	PKW7217	1868.71	1829.42	0.00	214.98
1433.00	PKW7381	1523.48	1191.55	10.40	316.10
1433.00	PKW6953	1149.78	1887.69	0.00	263.42
1433.00	PKW7066	1109.56	1627.03	0.00	80.33
1433.00	routeFlow_bus112Z.1	1767.09	1132.56	0.00	198.58
1433.00	PKW6754	2763.98	2062.89	0.00	203.16
1433.00	PKW7809	740.17	1061.44	13.89	87.77
1433.00	PKW6994	1276.61	1387.24	5.64	322.58
1433.00	PKW7225	3060.05	719.46	13.89	104.88
1433.00	PKW6968	2835.92	2295.74	13.89	146.04
1433.00	PKW6987	2765.32	2398.39	0.00	132.31
1433.00	PKW7351	2610.14	823.62	0.00	32.72
1433.00	PKW7240	2345.51	2679.41	0.00	270.62
1433.00	PKW7552	2858.16	2238.45	0.00	11.57
1433.00	PKW7104	1703.53	2895.91	13.89	308.46
1433.00	PKW6882	2850.42	2280.45	13.89	127.65
1433.00	PKW6957	1506.34	653.69	0.00	284.96
1433.00	PKW7719	1279.31	1378.43	1.72	322.58
1433.00	PKW6886	2764.77	2072.87	0.00	203.15
1433.00	PKW7009	1880.26	2402.86	13.89	190.26
1433.00	PKW6083	3078.95	711.13	13.89	104.88
1433.00	PKW7315	2161.32	1014.13	13.89	285.56
1433.00	PKW7357	1984.58	1908.50	0.00	329.49
1433.00	PKW5895	1626.02	1883.50	0.00	100.24
